      0.00,     -0.02,     -0.03,      0.00,      0.01,     -0.01,      0.01,      0.01,      0.01,      0.01,      0.00,      0.01,     -0.04,     -0.17,     -0.13,      0.22,     -0.16,     -0.13,      0.28,      0.05,     -0.09,      0.03,     -0.01,      0.07,     -0.05,     -0.29,     -0.43,     -0.15,     -0.50,      0.08,     -0.02,     -0.22,     -0.11,     -0.11,      0.20,     -0.03,     -0.42,     -0.04,     -0.26,     -0.22,     -0.13,     -0.03,     -0.29,      0.15,      0.17,      0.23,     -0.05,     -0.06,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.01,      0.03,      0.02,     -0.03,      0.05,     -0.01,      0.06,      0.04,     -0.01,     -0.03,     -0.05,     -0.03,      0.14,     -1.02,     -0.66,      0.54,     -0.32,     -0.79,      0.53,     -0.03,     -0.43,      0.37,      0.30,      0.07,      0.11,     -0.10,     -0.43,     -0.00,     -0.35,      0.02,      0.14,      0.06,      0.07,     -0.14,     -0.01,      0.03,     -0.16,     -0.06,     -0.12,     -0.05,     -0.06,      0.00,     -0.14,      0.08,      0.04,      0.08,     -0.05,     -0.02,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,     -0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.02,      0.02,     -0.02,     -0.02,      0.05,     -0.01,      0.01,      0.04,     -0.00,     -0.02,     -0.03,     -0.02,      0.14,     -1.02,     -0.65,      0.50,     -0.37,     -0.96,      0.50,     -0.04,     -0.21,      0.40,      0.25,      0.19,      0.06,     -0.48,     -0.95,     -0.17,     -0.74,     -0.10,      0.01,      0.36,      0.32,     -0.07,      0.02,      0.31,     -0.30,     -0.09,     -0.23,     -0.06,     -0.14,     -0.01,     -0.29,      0.23,      0.11,      0.19,     -0.02,     -0.04,     -0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,     -0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.01,      0.04,      0.02,     -0.01,      0.01,      0.00,     -0.00,      0.01,     -0.00,     -0.01,     -0.02,     -0.02,     -0.08,     -0.18,     -0.21,      0.22,     -0.00,     -0.05,      0.34,      0.06,     -0.14,      0.05,      0.11,      0.03,     -0.26,      0.14,     -0.48,      0.42,     -0.56,      0.44,      0.36,      0.14,      0.15,     -0.17,     -0.13,      0.00,     -0.54,     -0.08,     -0.40,     -0.03,     -0.22,     -0.00,     -0.36,      0.37,      0.18,      0.28,      0.02,     -0.06,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.01,      0.04,      0.03,     -0.03,      0.05,      0.01,     -0.00,      0.02,     -0.02,     -0.02,     -0.04,     -0.03,     -0.05,     -0.44,     -0.29,      0.35,     -0.22,     -0.17,      0.35,      0.07,     -0.25,      0.12,      0.10,      0.02,      0.06,     -0.54,     -0.86,     -0.18,     -0.71,     -0.12,      0.09,      0.39,      0.25,      0.01,     -0.05,      0.28,     -0.20,     -0.04,     -0.14,     -0.09,     -0.08,      0.00,     -0.19,      0.14,      0.08,      0.14,     -0.01,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.01,      0.04,      0.03,     -0.02,      0.04,      0.01,      0.00,      0.02,     -0.01,     -0.02,     -0.03,     -0.02,      0.07,     -1.02,     -0.65,      0.48,     -0.22,     -0.71,      0.66,     -0.01,     -0.46,      0.34,      0.32,      0.05,     -0.13,     -0.23,     -0.51,      0.15,     -0.58,      0.09,      0.23,      0.10,      0.10,     -0.09,      0.02,      0.04,     -0.21,     -0.06,     -0.16,     -0.02,     -0.10,     -0.01,     -0.19,      0.17,      0.08,      0.13,      0.00,     -0.01,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.01,      0.04,      0.03,     -0.00,      0.03,      0.01,     -0.03,      0.02,     -0.01,     -0.00,     -0.02,     -0.02,     -0.05,     -0.71,     -0.45,      0.59,     -0.30,     -0.47,      0.40,      0.14,      0.06,      0.17,      0.30,      0.24,      0.03,      0.05,     -0.61,      0.25,     -0.67,      0.19,      0.35,      0.31,      0.11,     -0.22,     -0.22,     -0.02,     -0.28,     -0.13,     -0.21,      0.07,     -0.14,      0.02,     -0.25,      0.24,      0.08,      0.13,     -0.03,     -0.02,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.00,      0.02,      0.01,     -0.01,      0.03,      0.00,     -0.01,      0.01,     -0.00,     -0.00,     -0.02,     -0.01,      0.10,     -0.78,     -0.61,      0.52,     -0.27,     -0.72,      0.35,      0.13,     -0.14,      0.30,      0.40,      0.17,     -0.10,     -0.37,     -0.38,     -0.29,     -0.77,     -0.22,     -0.08,     -0.13,     -0.45,      0.03,      0.11,     -0.16,     -0.26,      0.01,     -0.18,     -0.10,     -0.08,     -0.01,     -0.15,      0.13,      0.10,      0.15,      0.01,     -0.02,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,     -0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
     -0.00,      0.01,     -0.01,      0.00,      0.01,      0.00,     -0.01,      0.01,      0.00,      0.01,     -0.00,      0.00,      0.03,     -0.56,     -0.48,      0.39,     -0.18,     -0.59,      0.36,     -0.16,     -0.06,      0.30,      0.18,      0.15,     -0.17,     -0.38,     -0.46,     -0.11,     -0.76,     -0.02,      0.13,      0.07,     -0.18,      0.03,     -0.02,     -0.00,     -0.20,      0.03,     -0.18,     -0.19,     -0.04,      0.01,     -0.17,      0.12,      0.07,      0.17,      0.00,     -0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
      0.00,     -0.02,     -0.03,      0.00,     -0.01,     -0.02,      0.02,      0.00,      0.01,      0.01,      0.01,      0.01,     -0.25,      0.16,      0.03,      0.22,     -0.07,      0.35,      0.38,      0.17,     -0.10,     -0.14,     -0.12,      0.02,     -0.08,     -0.70,     -1.08,     -0.33,     -1.13,     -0.35,     -0.03,      0.30,     -0.06,      0.12,      0.04,      0.13,     -0.14,      0.03,     -0.12,     -0.17,     -0.02,     -0.01,     -0.11,      0.04,      0.05,      0.11,     -0.02,     -0.02,     -0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00,     -0.00,      0.00,      0.00,      0.00,      0.00
